胆沢,（※空欄はデータがなし）
年月日,貯水位（m）,流入量（m3/S）,放流量（m3/S）
2020/6/11,343.57,8.45,19.17
2020/6/12,343.27,8.07,19.15
2020/6/13,342.94,6.49,19.15
2020/6/14,342.58,8.65,19.14
2020/6/15,342.32,9.03,18.82
2020/6/16,342.01,7.88,18.58
2020/6/17,341.7,7.26,18.58
2020/6/18,341.35,5.85,18.54
2020/6/19,340.97,6,18.5
2020/6/20,340.61,5.85,18.62
2020/6/21,340.22,5.21,18.62
2020/6/22,339.81,5.13,18.64
2020/6/23,339.4,5.03,18.54
2020/6/24,338.98,4.89,18.53
2020/6/25,338.56,4.85,17.43
2020/6/26,338.52,26.65,16.65
2020/6/27,338.66,13.12,16.67
2020/6/28,338.48,9.52,16.61
2020/6/29,338.23,7.85,16.56
2020/6/30,337.96,8.93,16.52
2020/7/1,337.77,17.9,16.64
2020/7/2,338.63,55.93,16.67
2020/7/3,339.3,23.89,16.64
2020/7/4,339.43,18.17,16.52
2020/7/5,339.42,14.68,16.66
2020/7/6,339.32,12.44,16.72
2020/7/7,339.45,29.4,16.88
2020/7/8,339.95,35.37,16.84
2020/7/9,340.3,24.16,20.13
2020/7/10,340.3,24.16,22.14
2020/7/11,340.66,41.7,22.21
2020/7/12,341.58,74.37,22.29
2020/7/13,342.97,51.81,22.84
2020/7/14,343.47,38.05,24.42
2020/7/15,343.84,35.61,26.64
2020/7/16,343.94,27.47,27.47
2020/7/17,343.84,20.6,26.34
2020/7/18,343.68,17.47,23.57
2020/7/19,343.5,16.72,22.46
2020/7/20,343.31,14.35,23.32
2020/7/21,343.03,16.44,23.22
2020/7/22,343,21.13,23.24
2020/7/23,342.81,14.47,22.88
2020/7/24,342.54,12.18,22
2020/7/25,342.29,11.91,19.97
2020/7/26,342.04,10.92,19.93
2020/7/27,342.04,27.44,21.59
2020/7/28,342.95,84.79,23.48
2020/7/29,344.12,44.36,29.13
2020/7/30,344.2,25.87,30.29
2020/7/31,344,19.62,28.64
2020/8/1,343.72,16.52,26.57
2020/8/2,343.44,13.99,24.75
2020/8/3,343.14,12.6,23.33
2020/8/4,342.82,11.13,22.71
2020/8/5,342.47,10.16,22.78
2020/8/6,342.1,9.24,22.8
2020/8/7,341.7,8.69,22.78
2020/8/8,341.29,9.98,22.69
2020/8/9,342.03,77.56,22.83
2020/8/10,342.96,35.58,22.92
2020/8/11,343.05,21.18,24.72
2020/8/12,342.83,23.71,27.57
2020/8/13,342.93,28.34,27.64
2020/8/14,342.76,19.78,27.49
2020/8/15,342.5,15.91,27.48
2020/8/16,342.12,13.15,27.42
2020/8/17,341.81,26.21,27.93
2020/8/18,341.8,21.85,28.38
2020/8/19,341.5,15.64,28.35
2020/8/20,341.08,12.98,28.28
2020/8/21,340.61,11.79,28.25
2020/8/22,340.1,10.88,28.21
2020/8/23,339.56,9.35,28.13
2020/8/24,338.98,8.91,28.08
2020/8/25,338.36,7.41,28.03
2020/8/26,337.71,6.86,27.98
2020/8/27,337.03,6.4,27.89
2020/8/28,336.34,6.08,25.51
2020/8/29,335.81,6.13,20.63
2020/8/30,335.33,7.53,20.52
2020/8/31,334.98,9.76,20.47
2020/9/1,334.58,10.64,20.41
2020/9/2,334.35,12.38,20.37
2020/9/3,334.04,11.54,19.15
2020/9/4,333.8,10.54,18.36
2020/9/5,333.5,9.3,18.28
2020/9/6,333.17,8.38,18.19
2020/9/7,332.88,8.02,13.98
2020/9/8,332.72,7.21,11.47
2020/9/9,332.55,6.05,11.45
2020/9/10,332.37,6.65,11.19
2020/9/11,332.31,7.8,7.52
2020/9/12,332.33,7.76,5.77
2020/9/13,332.44,14.77,9.94
2020/9/14,333.11,45.31,16.93
2020/9/15,333.84,31.25,17.06
2020/9/16,334.09,19.14,17.09
2020/9/17,334.06,14.17,17.09
2020/9/18,333.92,13.31,17.08
2020/9/19,333.82,13.88,17.07
2020/9/20,333.66,11.03,17.11
2020/9/21,333.41,9.01,17.12
2020/9/22,333.11,8.19,17.11
2020/9/23,332.78,7.74,17.11
2020/9/24,332.45,7.16,17.1
2020/9/25,332.17,20.5,17.09
2020/9/26,332.56,21.98,17.15
2020/9/27,332.51,13.43,17.12
2020/9/28,332.36,12.05,16.88
2020/9/29,332.23,10.12,9.84
2020/9/30,332.34,8.8,5.68
2020/10/1,332.42,7.38,5.68
2020/10/2,332.46,6.25,5.68
2020/10/3,332.41,6.5,10.19
2020/10/4,332.26,5.9,10.16
2020/10/5,332.22,7.15,5.16
2020/10/6,332.35,7.82,3.56
2020/10/7,332.44,5.76,4.06
2020/10/8,332.5,5.5,4.08
2020/10/9,332.54,4.92,4.07
2020/10/10,332.5,5.86,8.7
2020/10/11,332.39,7.45,10.01
2020/10/12,332.48,14.68,4.17
2020/10/13,332.92,13.26,4.17
2020/10/14,333.15,9.94,4.16
2020/10/15,333.33,8.5,4.15
2020/10/16,333.47,7.63,4.15
2020/10/17,333.57,7.04,4.14
2020/10/18,333.65,5.88,4.14
2020/10/19,333.68,5.2,5.2
2020/10/20,333.67,4.98,5.85
2020/10/21,333.62,4.89,7.21
2020/10/22,333.42,4.76,12.87
2020/10/23,333.18,6.76,12.55
2020/10/24,333,8.89,12.59
2020/10/25,332.94,11.78,12.06
2020/10/26,333.15,14.71,4.64
2020/10/27,333.4,9.46,3.96
2020/10/28,333.56,7.72,3.95
2020/10/29,333.7,8.29,3.94
2020/10/30,333.88,10.31,3.94
2020/10/31,334.09,9.51,3.94
2020/11/1,334.26,8.38,3.94
2020/11/2,334.4,8.67,3.93
2020/11/3,334.58,9.85,3.93
2020/11/4,334.9,15.18,3.93
2020/11/5,335.3,17.83,3.93
2020/11/6,335.77,17.83,3.93
2020/11/7,336.19,15.9,3.92
2020/11/8,336.59,16.27,3.93
2020/11/9,336.97,15.07,3.92
2020/11/10,337.32,14.63,3.91
2020/11/11,337.62,12.42,3.91
2020/11/12,337.86,10.83,3.89
2020/11/13,338.09,12.51,3.88
2020/11/14,338.47,18.39,3.88
2020/11/15,338.89,15.83,3.9
2020/11/16,339.28,19.03,3.88
2020/11/17,339.73,16.08,3.89
2020/11/18,340.04,13.18,3.89
2020/11/19,340.32,12.96,3.89
2020/11/20,340.68,23.38,3.89
2020/11/21,341.27,20.69,3.89
2020/11/22,341.71,16.96,3.9
2020/11/23,342.23,24.8,3.89
2020/11/24,342.7,17.89,3.87
2020/11/25,343.05,14.84,3.83
2020/11/26,343.28,13.22,9.99
2020/11/27,343.26,11.66,13.1
2020/11/28,343.28,11.04,9.25
2020/11/29,343.31,9.96,9.24
2020/11/30,343.36,8.84,5.61
2020/12/1,343.44,8.69,8.33
2020/12/2,343.4,8.5,10.29
2020/12/3,343.34,8.15,10.3
2020/12/4,343.29,7.33,7.69
2020/12/5,343.32,7.2,6.12
2020/12/6,343.35,7.2,6.12
2020/12/7,343.41,9.72,6.13
2020/12/8,343.5,8.63,6.12
2020/12/9,343.56,7.91,6.12
2020/12/10,343.6,7.2,6.12
2020/12/11,343.63,7.91,6.12
2020/12/12,343.68,7.9,6.11
2020/12/13,343.73,7.18,6.1
2020/12/14,343.77,8.25,6.1
2020/12/15,343.83,7.71,5.92
2020/12/16,343.88,8.72,7.28
2020/12/17,343.9,7.59,6.87
2020/12/18,343.92,7.26,6.9
2020/12/19,343.9,7.12,8.56
2020/12/20,343.86,6.77,8.56
2020/12/21,343.79,6.07,8.58
2020/12/22,343.72,5.71,8.58
2020/12/23,343.64,5.71,8.58
2020/12/24,343.57,6.12,6.48
2020/12/25,343.63,8.39,6.95
2020/12/26,343.62,7.5,8.58
2020/12/27,343.58,6.09,7.53
2020/12/28,343.55,6.19,6.91
2020/12/29,343.52,5.83,6.91
2020/12/30,343.5,6.55,6.91
2020/12/31,343.48,5.82,6.9
2021/1/1,343.46,6.18,6.9
2021/1/2,343.43,5.81,6.89
2021/1/3,343.39,5.45,6.89
2021/1/4,343.36,5.45,6.89
2021/1/5,343.31,5.1,6.89
2021/1/6,343.26,4.73,6.88
2021/1/7,343.2,5.44,6.88
2021/1/8,343.18,4.87,5.23
2021/1/9,343.18,4.6,4.24
2021/1/10,343.2,4.96,4.24
2021/1/11,343.22,4.26,3.9
2021/1/12,343.23,4.4,3.68
2021/1/13,343.26,4.76,3.68
2021/1/14,343.29,4.75,3.67
2021/1/15,343.31,4.38,3.66
2021/1/16,343.34,5.45,3.66
2021/1/17,343.38,4.38,3.66
2021/1/18,343.4,4.74,3.66
2021/1/19,343.45,4.74,3.66
2021/1/20,343.46,4.38,3.66
2021/1/21,343.48,4.38,3.66
2021/1/22,343.5,4.38,3.66
2021/1/23,343.53,4.75,3.67
2021/1/24,343.55,4.39,3.67
2021/1/25,343.57,4.03,3.67
2021/1/26,343.58,4.39,3.67
2021/1/27,343.6,5.11,3.67
2021/1/28,343.66,5.82,3.67
2021/1/29,343.72,5.82,3.67
2021/1/30,343.79,5.82,3.67
2021/1/31,343.83,4.75,3.67
2021/2/1,343.83,4.81,6.6
2021/2/2,343.76,6.7,8.49
2021/2/3,343.71,5.98,8.49
2021/2/4,343.63,6.36,9.23
2021/2/5,343.55,5.15,7.3
2021/2/6,343.53,5.13,5.49
2021/2/7,343.53,5.85,5.49
2021/2/8,343.54,5.84,5.48
2021/2/9,343.54,5.47,5.47
2021/2/10,343.53,4.75,5.47
2021/2/11,343.51,4.39,5.47
2021/2/12,343.48,4.39,5.47
2021/2/13,343.44,4.39,5.47
2021/2/14,343.42,5.17,5.53
2021/2/15,343.48,20.4,9.64
2021/2/16,344.44,57.2,17.75
2021/2/17,344.88,21.35,17.67
2021/2/18,344.87,14.34,17.66
2021/2/19,344.72,11.02,17.65
2021/2/20,344.54,13.2,17.62
2021/2/21,344.55,19.46,17.62
2021/2/22,344.58,22.04,17.62
2021/2/23,344.98,35.41,17.66
2021/2/24,345.22,20.68,17.67
2021/2/25,345.19,13.91,17.67
2021/2/26,345.06,11.7,17.65
2021/2/27,344.88,10.27,17.64
2021/2/28,344.66,9.14,17.61
2021/3/1,344.43,9.48,17.58
2021/3/2,344.26,15,17.58
2021/3/3,344.28,17.59,17.59
2021/3/4,344.2,12.8,17.59
2021/3/5,344.06,12.87,17.59
2021/3/6,343.97,15.8,17.59
2021/3/7,343.91,14.35,17.58
2021/3/8,343.79,12.19,17.57
2021/3/9,343.61,10.73,17.55
2021/3/10,343.43,11.15,17.61
2021/3/11,343.28,10.81,13.32
2021/3/12,343.28,10.72,10.72
2021/3/13,343.24,14.01,15.09
2021/3/14,343.76,55.02,17.87
2021/3/15,344.61,40.42,17.95
2021/3/16,345.04,29.83,17.94
2021/3/17,345.31,25.03,17.88
2021/3/18,345.41,18.97,17.84
2021/3/19,345.4,16.32,17.83
2021/3/20,345.35,15.87,17.75
2021/3/21,345.39,27.09,17.68
2021/3/22,346.02,46.88,19.56
2021/3/23,346.36,25.88,21.97
2021/3/24,346.39,23.2,22.03
2021/3/25,346.46,27.43,22.74
2021/3/26,346.67,33.98,24.61
2021/3/27,346.86,31.67,26.59
2021/3/28,346.95,33.42,27.56
2021/3/29,347.66,84.37,36.31
2021/3/30,348.52,65.61,49.15
2021/3/31,348.68,56.24,51.71
2021/4/1,348.74,52.08,52.9
2021/4/2,348.66,46.94,51.47
2021/4/3,348.66,58,51.41
2021/4/4,348.84,59.57,54.22
2021/4/5,349.07,66.04,56.48
2021/4/6,349.02,43.64,56.08
2021/4/7,348.65,36.99,51.4
2021/4/8,348.33,33.16,46.33
2021/4/9,348,26.72,41.31
2021/4/10,347.63,21.58,36.07
2021/4/11,347.3,20.42,31.69
2021/4/12,347.1,25.98,29.2
2021/4/13,347.16,37.53,29.88
2021/4/14,347.52,50.05,34.35
2021/4/15,347.66,34,36.42
2021/4/16,347.53,29.03,34.67
2021/4/17,347.57,52.84,35.13
2021/4/18,349.04,125.93,55.01
2021/4/19,350.12,94.15,66.82
2021/4/20,350.15,59.14,67.41
2021/4/21,349.87,47.82,64.77
2021/4/22,349.43,42.75,60.54
2021/4/23,349.03,40.51,56.79
2021/4/24,348.67,39.41,52.58
2021/4/25,348.4,35.82,48.17
2021/4/26,348.06,28.65,43.31
2021/4/27,347.71,26.61,38.29
2021/4/28,347.48,27.62,35.27
2021/4/29,347.53,53.89,35.77
2021/4/30,348.25,68.47,46.02
2021/5/1,348.36,45.13,48.01
2021/5/2,348.31,46.31,47.13
2021/5/3,348.25,39.65,46.24
2021/5/4,348.06,38.63,43.54
2021/5/5,347.95,37.06,41.89
2021/5/6,347.98,47.51,42.28
2021/5/7,347.97,37.34,42.17
2021/5/8,347.92,42.94,41.33
2021/5/9,347.91,38.09,41.31
2021/5/10,347.82,35.13,39.96
2021/5/11,347.66,30.17,37.82
2021/5/12,347.48,29.32,35.36
2021/5/13,347.36,31.01,33.83
2021/5/14,347.31,30.3,33.12
2021/5/15,347.22,28.8,32.02
2021/5/16,347.17,28.96,31.38
2021/5/17,347.2,36.59,31.76
2021/5/18,347.25,31.5,32.31
2021/5/19,347.19,27.21,31.64
2021/5/20,347.08,26.66,30.32
2021/5/21,347.13,38.06,30.85
2021/5/22,347.2,29.33,31.75
2021/5/23,347.11,26.27,30.67
2021/5/24,346.97,23.6,29.07
2021/5/25,346.83,22.48,27.56
2021/5/26,346.71,21.32,26.4
2021/5/27,346.55,17.78,24.81
2021/5/28,346.43,20.65,23.77
2021/5/29,346.34,19.44,22.96
2021/5/30,346.23,16.18,22.04
2021/5/31,346.06,15.06,22.02
2021/6/1,345.85,13.68,21.72
2021/6/2,345.65,13.29,20.91
2021/6/3,345.45,13.19,20.74
2021/6/4,345.57,43.92,21.09
2021/6/5,346.05,28.18,22.79
2021/6/6,346.06,19.41,22.88
2021/6/7,345.92,15.49,22
2021/6/8,345.73,13.51,21.16
2021/6/9,345.53,13.24,20.8
2021/6/10,345.31,11.72,20.78
2021/6/11,345.07,10.9,19.5
2021/6/12,344.84,9.94,18.81
2021/6/13,344.59,8.82,18.8
2021/6/14,344.3,8.07,18.79
2021/6/15,344.04,10.44,18.8
2021/6/16,343.79,8.72,18.77
2021/6/17,343.5,7.62,18.75
2021/6/18,343.17,6.57,18.74
2021/6/19,342.84,7.51,18.73
2021/6/20,342.54,7.86,18.71
2021/6/21,342.2,6.51,18.74
2021/6/22,341.85,7.39,18.72
2021/6/23,341.57,9.44,18.71
2021/6/24,341.27,8.05,18.69
2021/6/25,340.97,7.75,17.53
2021/6/26,340.71,10.26,16.65
2021/6/27,340.51,8.28,17.36
2021/6/28,340.21,6.97,17.39
2021/6/29,339.91,8.54,17.44
2021/6/30,339.63,6.88,17.43
2021/7/1,339.33,10.88,17.47
2021/7/2,339.22,14.13,17.43
2021/7/3,339.08,11.25,17.45
2021/7/4,338.85,10.27,17.37
2021/7/5,338.84,19.35,17.41
2021/7/6,338.76,13.25,17.44
2021/7/7,338.6,12.28,17.44
2021/7/8,338.48,13.87,16.77
2021/7/9,338.4,18.13,20.07
2021/7/10,338.71,43.32,22.35
2021/7/11,339.14,27,22.41
2021/7/12,339.26,27.7,22.43
2021/7/13,339.33,24.06,22.41
2021/7/14,339.37,20.41,22.39
2021/7/15,339.22,15.82,22.41
2021/7/16,339.01,13.52,17.1
2021/7/17,339.05,11.7,9.44
2021/7/18,339.08,10.38,13.29
2021/7/19,338.81,8.68,20.61
2021/7/20,338.39,7.7,22.21
2021/7/21,337.92,7.36,22.26
2021/7/22,337.45,7.36,22.19
2021/7/23,337,6.32,16.92
2021/7/24,336.83,5.83,9.53
2021/7/25,336.69,5.69,13.4
2021/7/26,336.28,5.48,20.58
2021/7/27,335.76,6.31,22.03
2021/7/28,335.32,11.16,22.04
2021/7/29,334.96,15.44,22
2021/7/30,334.9,17.58,22.02
2021/7/31,334.57,9.84,21.98
2021/8/1,334.16,9.85,21.92
2021/8/2,333.73,8.84,21.89
2021/8/3,333.25,7.37,21.83
2021/8/4,332.74,6.7,21.77
2021/8/5,332.19,5.9,21.73
2021/8/6,331.62,5.52,21.65
2021/8/7,331.03,5.36,21.57
2021/8/8,330.44,6,21.5
2021/8/9,329.91,10.55,21.5
2021/8/10,330.08,40.31,21.47
2021/8/11,330.88,39.22,20.4
2021/8/12,331.27,23.7,19.81
2021/8/13,331.28,20.64,19.81
2021/8/14,331.61,33.49,19.86
2021/8/15,331.91,23.53,19.91
2021/8/16,331.9,16.85,19.91
2021/8/17,331.76,19.07,19.9
2021/8/18,332,28.02,19.94
2021/8/19,332.1,18.82,19.95
2021/8/20,332.01,14.12,15.79
2021/8/21,331.98,11.94,13.33
2021/8/22,331.91,11.66,13.33
2021/8/23,331.89,13.05,13.33
2021/8/24,331.84,11.37,13.32
2021/8/25,332.19,30.52,13.34
2021/8/26,332.51,17.63,13.37
2021/8/27,332.6,14.79,13.37
2021/8/28,332.63,14.8,13.38
2021/8/29,332.66,12.53,13.38
2021/8/30,332.6,10.77,13.33
2021/8/31,332.48,9.29,13.27
2021/9/1,332.32,8.15,13.27
2021/9/2,332.12,7.19,13.41
2021/9/3,331.89,6.89,13.57
2021/9/4,331.68,11.03,13.53
2021/9/5,331.66,11.84,13.51
2021/9/6,331.53,8.75,13.48
2021/9/7,331.34,7.63,13.47
2021/9/8,331.13,7.63,13.45
2021/9/9,330.91,7.17,13.43
2021/9/10,330.66,6.07,13.14
2021/9/11,330.4,5.76,11.47
2021/9/12,330.26,5.32,8.86
2021/9/13,330.21,4.52,3.98
2021/9/14,330.23,4.48,3.94
2021/9/15,330.24,4.36,4.63
2021/9/16,330.2,4.35,5.17
2021/9/17,330.2,4.19,3.92
2021/9/18,330.69,32.76,8.81
2021/9/19,331.2,13.56,8.83
2021/9/20,331.29,9.62,8.79
2021/9/21,331.37,8.16,3.99
2021/9/22,331.5,7.88,3.99
2021/9/23,331.57,7.89,8.72
2021/9/24,331.52,6.78,8.73
2021/9/25,331.43,6,8.78
2021/9/26,331.32,5.39,8.73
2021/9/27,331.28,5.12,4.01
2021/9/28,331.31,4.54,3.98
2021/9/29,331.33,4.53,3.97
2021/9/30,331.34,4.25,3.97
2021/10/1,331.39,7.87,3.98
2021/10/2,331.48,7.35,8.74
2021/10/3,331.39,5.98,8.76
2021/10/4,331.36,4.83,4
2021/10/5,331.4,4.81,3.42
2021/10/6,331.46,5.84,3.89
2021/10/7,331.51,4.72,3.89
2021/10/8,331.53,5.02,3.91
2021/10/9,331.49,5.71,9.61
2021/10/10,331.35,4.9,8.79
2021/10/11,331.29,4.57,4.01
2021/10/12,331.33,5.66,3.99
2021/10/13,331.39,5.95,4
2021/10/14,331.46,5.67,4
2021/10/15,331.51,5.11,4
2021/10/16,331.49,7.38,8.77
2021/10/17,331.51,10.14,8.75
2021/10/18,331.61,8.18,4.01
2021/10/19,331.74,7.06,4
2021/10/20,331.87,10.67,3.99
2021/10/21,332.52,30.12,3.99
2021/10/22,333.23,18.42,3.99
2021/10/23,333.65,14.72,3.99
2021/10/24,333.97,12.43,4
2021/10/25,334.23,10.49,3.98
2021/10/26,334.5,14.93,3.97
2021/10/27,334.85,11.96,3.97
2021/10/28,335.09,10.82,3.93
2021/10/29,335.31,10.02,3.97
2021/10/30,335.49,8.82,3.98
2021/10/31,335.64,8.2,3.97
2021/11/1,335.76,7.59,3.96
2021/11/2,335.87,6.98,3.96
2021/11/3,335.95,6.06,3.94
2021/11/4,336.02,5.74,3.93
2021/11/5,336.08,5.45,3.92
2021/11/6,336.12,5.12,3.89
2021/11/7,336.16,4.83,3.9
2021/11/8,336.18,4.79,5.1
2021/11/9,336.45,43.18,5.32
2021/11/10,337.89,31.07,4.14
2021/11/11,338.6,29,4.16
2021/11/12,339.39,27.86,4.18
2021/11/13,340.09,27.5,4.2
2021/11/14,340.7,21.7,4.22
2021/11/15,341.18,19.6,4.24
2021/11/16,341.57,15.58,4.25
2021/11/17,341.86,13.13,4.2
2021/11/18,342.09,11.14,4.2
2021/11/19,342.27,10.52,4.22
2021/11/20,342.44,9.47,4.22
2021/11/21,342.57,8.42,4.22
2021/11/22,342.7,8.77,4.22
2021/11/23,342.87,12.28,4.22
2021/11/24,343.15,17.05,5.6
2021/11/25,343.49,20.15,6.15
2021/11/26,343.92,19.15,4.76
2021/11/27,344.26,14.63,3.91
2021/11/28,344.47,11.8,7.73
2021/11/29,344.51,11.06,10.32
2021/11/30,344.49,11.49,14.82
2021/12/1,345.08,70.19,17.72
2021/12/2,346.12,36.66,20.05
2021/12/3,346.29,22.92,21.36
2021/12/4,346.29,20.18,21.35
2021/12/5,346.21,15.64,20.72
2021/12/6,346.06,13.94,19.74
2021/12/7,345.91,13.92,18.9
2021/12/8,345.86,18.61,18.61
2021/12/9,345.83,16.18,18.48
2021/12/10,345.75,13.9,18.11
2021/12/11,345.63,13.97,17.78
2021/12/12,345.59,23.83,17.72
2021/12/13,345.97,31.04,19.17
2021/12/14,346.07,19.79,19.79
2021/12/15,346.03,17.62,19.54
2021/12/16,346.02,26.12,19.53
2021/12/17,346.35,35.17,21.89
2021/12/18,346.57,26.1,23.76
2021/12/19,346.52,18.67,23.36
2021/12/20,346.37,15.39,22.03
2021/12/21,346.26,22.27,21.1
2021/12/22,346.36,21.88,21.88
2021/12/23,346.26,16.04,21.12
2021/12/24,346.1,13.37,19.97
2021/12/25,345.93,12.39,18.9
2021/12/26,345.76,11.61,18.12
2021/12/27,345.59,11.24,17.69
2021/12/28,345.41,9.7,17.63
2021/12/29,345.18,9.36,17.67
2021/12/30,344.96,8.78,17.66
2021/12/31,344.72,8.77,17.64
2022/1/1,344.48,8.74,17.61
2022/1/2,344.22,7.99,17.6
2022/1/3,343.97,7.87,17.59
2022/1/4,343.69,7.88,17.57
2022/1/5,343.45,6.47,12.21
2022/1/6,343.36,6.14,9.01
2022/1/7,343.28,6.15,9.02
2022/1/8,343.19,5.77,9
2022/1/9,343.13,5.6,5.96
2022/1/10,343.15,5.23,4.15
2022/1/11,343.18,5.59,4.15
2022/1/12,343.24,5.94,4.15
2022/1/13,343.29,5.94,4.15
2022/1/14,343.32,5.23,4.15
2022/1/15,343.35,4.87,4.15
2022/1/16,343.36,4.51,4.15
2022/1/17,343.39,4.87,4.15
2022/1/18,343.41,5.23,4.15
2022/1/19,343.42,4.51,4.15
2022/1/20,343.43,4.15,4.15
2022/1/21,343.44,4.17,4.17
2022/1/22,343.43,4.16,4.16
2022/1/23,343.43,4.16,4.16
2022/1/24,343.43,4.16,4.16
2022/1/25,343.43,3.8,4.16
2022/1/26,343.42,3.97,3.97
2022/1/27,343.43,4.21,3.85
2022/1/28,343.44,4.21,3.85
2022/1/29,343.45,4.21,3.85
2022/1/30,343.46,3.85,3.85
2022/1/31,343.46,4.21,3.85
2022/2/1,343.43,3.93,6.8
2022/2/2,343.3,4.29,9.32
2022/2/3,343.22,3.88,4.96
2022/2/4,343.19,3.67,4.75
2022/2/5,343.18,4.11,3.75
2022/2/6,343.2,4.11,3.75
2022/2/7,343.2,3.75,3.75
2022/2/8,343.19,3.39,3.75
2022/2/9,343.19,3.39,3.75
2022/2/10,343.17,3.4,3.76
2022/2/11,343.16,3.41,3.77
2022/2/12,343.15,3.78,3.78
2022/2/13,343.14,2.69,3.77
2022/2/14,343.12,3.07,3.79
2022/2/15,343.11,3.43,3.79
2022/2/16,343.1,3.43,3.79
2022/2/17,343.08,3.06,3.78
2022/2/18,343.07,3.42,3.77
2022/2/19,343.05,3.08,3.79
2022/2/20,343.03,3.44,3.79
2022/2/21,343.03,3.78,3.78
2022/2/22,343.03,3.78,3.78
2022/2/23,343.03,3.43,3.78
2022/2/24,343.02,3.44,3.79
2022/2/25,343.01,3.44,3.79
2022/2/26,342.99,3.09,3.8
2022/2/27,342.98,3.45,3.8
2022/2/28,342.97,3.44,3.79
2022/3/1,342.95,3.09,3.79
2022/3/2,342.93,3.1,3.8
2022/3/3,342.92,3.82,3.82
2022/3/4,342.91,3.11,3.81
2022/3/5,342.86,3.74,7.24
2022/3/6,342.73,4.67,9.57
2022/3/7,342.57,3.27,9.57
2022/3/8,342.39,3.3,9.6
2022/3/9,342.21,3.3,9.6
2022/3/10,342.06,3.54,5.98
2022/3/11,342.04,3.47,3.81
2022/3/12,342.07,6.6,3.82
2022/3/13,342.17,8.02,3.82
2022/3/14,342.4,23.01,11.81
2022/3/15,342.69,25.83,17.78
2022/3/16,342.86,21.26,17.76
2022/3/17,342.89,17.43,17.78
2022/3/18,342.85,14.94,17.74
2022/3/19,342.73,12.09,17.69
2022/3/20,342.53,9.93,17.63
2022/3/21,342.29,8.51,17.61
2022/3/22,342.07,7.47,11.65
2022/3/23,342.05,7.03,6.34
2022/3/24,342.09,7.05,5.31
2022/3/25,342.14,7.89,6.84
2022/3/26,342.13,10.47,10.12
2022/3/27,342.47,36.08,14.72
2022/3/28,342.92,27.44,17.61
2022/3/29,343.08,19.74,17.6
2022/3/30,343.13,23.71,17.61
2022/3/31,343.51,35.23,17.64
2022/4/1,343.9,25.58,17.68
2022/4/2,344,19.13,17.69
2022/4/3,344.03,19.14,17.7
2022/4/4,344.11,21.39,17.7
2022/4/5,344.26,26.96,17.72
2022/4/6,344.6,32.54,17.75
2022/4/7,345.02,33.07,17.79
2022/4/8,345.4,30.19,17.73
2022/4/9,345.69,30.93,17.95
2022/4/10,346.2,50.67,20.73
2022/4/11,347.17,73.53,30.14
2022/4/12,348.17,79.14,43.62
2022/4/13,348.95,84.5,54.97
2022/4/14,349.46,65.68,60.17
2022/4/15,349.34,51.06,59.11
2022/4/16,349.23,53.28,57.94
2022/4/17,349.01,45.13,55.94
2022/4/18,348.75,41.72,52.83
2022/4/19,348.52,43.07,49.24
2022/4/20,348.41,42.43,47.37
2022/4/21,348.32,46.67,46.26
2022/4/22,348.5,61.74,49.39
2022/4/23,348.83,66.65,54.71
2022/4/24,348.91,50.82,55.76
2022/4/25,348.85,61.67,55.08
2022/4/26,349.06,66.12,57.31
2022/4/27,349.79,104.15,64.68
2022/4/28,350.02,55.54,67.48
2022/4/29,349.61,43.32,63.23
2022/4/30,349.11,36.55,58.33
2022/5/1,348.64,36.9,52.54
2022/5/2,348.36,38.55,48.02
2022/5/3,348.14,34.38,44.62
2022/5/4,347.88,34,40.84
2022/5/5,347.84,43.51,40.29
2022/5/6,347.99,51.24,42.32
2022/5/7,348.22,56.4,45.7
2022/5/8,348.51,54.78,50.25
2022/5/9,348.38,38.83,48.3
2022/5/10,348.14,34.68,44.53
2022/5/11,347.93,34.99,41.43
2022/5/12,347.84,38.98,40.19
2022/5/13,347.85,41.47,40.26
2022/5/14,347.95,46.9,41.67
2022/5/15,347.95,36.97,41.8
2022/5/16,347.76,29.01,39.08
2022/5/17,347.51,26.08,35.74
2022/5/18,347.28,25.56,32.81
2022/5/19,347.14,25.79,31.02
2022/5/20,347.03,27.39,29.76
2022/5/21,346.97,25.56,29.08
2022/5/22,346.94,29.82,28.65
2022/5/23,346.91,23.72,28.41
2022/5/24,346.78,23.56,27.08
2022/5/25,346.71,24.07,26.37
2022/5/26,346.66,23.93,25.88
2022/5/27,347.04,69.32,29.97
2022/5/28,347.65,35.84,37.45
2022/5/29,347.52,30.49,35.72
2022/5/30,347.35,24.36,33.62
2022/5/31,347.13,23.79,31.03
2022/6/1,346.97,22.79,29.04
2022/6/2,346.81,24.44,27.17
2022/6/3,346.86,32.05,27.75
2022/6/4,346.94,27.81,28.59
2022/6/5,346.85,22.53,27.61
2022/6/6,346.7,24.17,26.12
2022/6/7,347.09,52.78,30.23
2022/6/8,347.33,34.46,33.25
2022/6/9,347.27,26.93,32.57
2022/6/10,347.1,24.53,30.55
2022/6/11,346.95,21.35,28.77
2022/6/12,346.77,21.03,26.89
2022/6/13,346.6,17.34,25.15
2022/6/14,346.4,15.49,23.3
2022/6/15,346.22,16,21.86
2022/6/16,346.1,15.96,21.01
2022/6/17,345.95,14.39,20.14
